Event Id;Investigation Type;Accident Number;Event Date;Location;Country;Latitude;Longitude;Airport Code;Airport Name;Injury Severity;Aircraft Damage;Aircraft Category;Registration Number;Make;Model;Amateur Built;Number of Engines;Engine Type;FAR Description;Schedule;Purpose of Flight;Air Carrier;Total Fatal Injuries;Total Serious Injuries;Total Minor Injuries;Total Uninjured;Weather Condition;Broad Phase of Flight;Report Status;Publication Date   ;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20200121X51450;Accident;WPR20LA068;01/16/2020;Big Timber  MT;United States;45.810000;-109.980000;6S0;N/A;Non-Fatal;Substantial;Airplane;N96145;Cessna;172Q;No;1;Reciprocating;Part 91: General Aviation;N/A;Instructional;N/A;N/A;N/A;N/A;2;VMC;TAKEOFF;Preliminary;44137;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20200116X45001;Accident;ERA20LA079;01/16/2020;Titusville  FL;United States;28.622500;-80.835277;X21;Arthur Dunn Air Park;Non-Fatal;Substantial;Airplane;N73KA;RANS;S12;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;TAKEOFF;Preliminary;43833;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20200116X50821;Accident;CEN20CA062;01/16/2020;St. Charles  MO;United States;38.929167;-90.430834;SET;St Charles County Smartt;Non-Fatal;Substantial;Airplane;N6630D;Beech;76;No;2;Reciprocating;Part 91: General Aviation;N/A;Instructional;N/A;N/A;N/A;N/A;2;VMC;LANDING;Factual;02/19/2020;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20200117X71039;Accident;ANC20LA015;01/16/2020;Dutch Harbor  AK;United States;53.898889;-166.545000;DUT;Unalaska;Non-Fatal;Substantial;Airplane;N547LM;Beech;200;No;N/A;N/A;Part 135: Air Taxi & Commuter;NSCH;N/A;Aero Air;N/A;N/A;1;2;N/A;TAKEOFF;Preliminary;43953;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20200115X85405;Accident;WPR20FA065;01/15/2020;Roy  UT;United States;41.195000;-112.012222;OGD;Ogden-Hinckley;Fatal(1);Substantial;Airplane;N5805M;Cessna;T310;No;N/A;N/A;Part 91: General Aviation;N/A;Personal;N/A;1;N/A;N/A;N/A;VMC;UNKNOWN;Preliminary;43892;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20200115X02226;Accident;ERA20LA076;01/15/2020;Nashua  NH;United States;42.782778;-71.516945;ASH;Boire Field;Non-Fatal;Substantial;Gyroplane;N327JD;MAGNI;M-24 PLUS;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;1;N/A;N/A;VMC;TAKEOFF;Preliminary;02/26/2020;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20200115X23243;Accident;ERA20CA075;01/15/2020;Coleman  FL;United States;28.809444;-82.066389;2FA6;Freeflight Intl;Non-Fatal;N/A;Airplane;N235LS;Vans;VANS RV 9;Yes;1;N/A;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;1;N/A;VMC;N/A;Preliminary;43892;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20200115X81659;Accident;ERA20LA077;01/14/2020;St. Petersburg  FL;United States;27.765000;-82.626945;SPG;Albert Whitted;Non-Fatal;Substantial;Airplane;N78BM;Michael A. Watson;Velocity Elite RG;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;3;VMC;TAKEOFF;Preliminary;02/28/2020;N/A;N/A;N/A;N/A;  ;N/A;N/A;N/A
20200115X40405;Accident;WPR20CA064;01/13/2020;Hawthorne  CA;United States;33.923334;-118.337500;HHR;JACK NORTHROP FIELD/HAWTHORNE;Non-Fatal;Substantial;Airplane;N805M;AIRBORNE;XT912;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;1;N/A;VMC;LANDING;Factual;01/28/2020;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20200121X33812;Accident;ENG20WA014;01/13/2020;Lautaro  Chile;Chile;N/A;N/A;N/A;N/A;Non-Fatal;Substantial;Helicopter;N/A;BELL;407;No;N/A;N/A;Non-U.S.  Commercial;N/A;N/A;N/A;N/A;N/A;N/A;1;N/A;MANEUVERING;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;  ;N/A
20200113X34716;Accident;ANC20LA013;44166;Fairbanks  AK;United States;64.811667;-147.869723;FAI;Fairbanks Intl;Non-Fatal;Substantial;Airplane;N4112K;Piper;PA31;No;2;Reciprocating;Part 135: Air Taxi & Commuter;SCHD;N/A;Hageland Aviation Services (DBA: RavnAir Connect);N/A;N/A;N/A;8;VMC;LANDING;Preliminary;43953;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20200112X30726;Accident;WPR20FA063;44136;Billings  MT;United States;46.232500;-108.365556;N/A;N/A;Fatal(4);Destroyed;Airplane;N736YU;Cessna;TR182;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;4;N/A;N/A;N/A;VMC;CRUISE;Preliminary;43892;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20200206X43510;Accident;WPR20CA087;44136;Santa Barbara  CA;United States;34.432778;-119.834722;SBA;SANTA BARBARA MUNI;Non-Fatal;Substantial;Airplane;N4339Y;PIPER;PA-25-260;No;N/A;N/A;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;2;N/A;N/A;Preliminary;44106;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20200124X61658;Accident;WPR20WA078;44075;Boydtown  Australia;Australia;N/A;N/A;N/A;N/A;Non-Fatal;Substantial;Helicopter;N/A;GARLICK;UH1H;No;N/A;N/A;Unknown;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;MANEUVERING;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20200109X20857;Accident;ERA20FA074;44075;Mechanicsburg  PA;United States;40.227778;-77.020278;N/A;N/A;Fatal(2);Destroyed;Helicopter;N450MC;ROBINSON;R66;No;1;Turbo Shaft;Part 91: General Aviation;N/A;Personal;N/A;2;N/A;N/A;N/A;VMC;OTHER;Preliminary;01/30/2020;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20200109X52615;Accident;WPR20CA066;44044;Helena  MT;United States;46.606944;-111.983056;HLN;Helena Rgnl;Non-Fatal;Substantial;Airplane;N1428P;Piper;PA 23;No;2;Reciprocating;Part 91: General Aviation;N/A;Instructional;N/A;N/A;N/A;N/A;1;VMC;TAKEOFF;Factual;02/26/2020;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20200108X75639;Accident;ERA20LA071;44044;Preston  GA;United States;31.962500;-84.527500;N/A;N/A;Non-Fatal;Substantial;Helicopter;N6186U;Hughes;OH 6A;No;1;Turbo Shaft;Public Aircraft;N/A;Aerial Observation;N/A;N/A;N/A;1;N/A;VMC;MANEUVERING;Preliminary;43833;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20200115X15103;Accident;GAA20WA106;44013;Buttwil  Switzerland;Switzerland;47.259722;8.288889;N/A;N/A;Fatal(1);Destroyed;Airplane;N/A;REims;F152;No;N/A;N/A;Non-U.S.  Non-Commercial;N/A;N/A;N/A;1;N/A;N/A;N/A;N/A;CLIMB;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;  ;N/A
20200109X13705;Accident;ERA20CA072;44013;Norfolk  VA;United States;36.000000;76.000000;CPK;Chesapeake Rgnl;Non-Fatal;Substantial;Airplane;N24690;Beech;23;No;1;N/A;Part 91: General Aviation;N/A;Instructional;N/A;N/A;N/A;2;N/A;VMC;N/A;Preliminary;02/20/2020;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20200113X90108;Incident;ENG20WA012;44013;New Delhi  India;India;N/A;N/A;N/A;N/A;Incident;N/A;Airplane;N/A;AIRBUS;A320;N/A;2;Geared Turbofan;Non-U.S.  Commercial;SCHD;N/A;N/A;N/A;N/A;N/A;N/A;N/A;CRUISE;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20200108X05551;Accident;ANC20CA012;44013;Kapolei  HI;United States;21.303889;-158.074167;JRF;Kalaeloa (John Rodgers Field);Non-Fatal;Substantial;Airplane;N779LB;Cirrus;SR22;No;N/A;N/A;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;2;N/A;N/A;N/A;Preliminary;44044;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20200107X21841;Accident;WPR20LA062;43983;El Monte  CA;United States;34.085555;-118.035000;EMT;SAN GABRIEL VALLEY;Non-Fatal;Substantial;Airplane;N1658F;Cessna;172H;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;MANEUVERING;Preliminary;01/29/2020;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20200115X12843;Accident;GAA20WA105;43983;Cork  Ireland;Ireland;N/A;N/A;N/A;N/A;Non-Fatal;Substantial;Airplane;N/A;CESSNA;172;No;N/A;N/A;Non-U.S.  Non-Commercial;N/A;N/A;N/A;N/A;N/A;2;N/A;N/A;LANDING;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;  ;N/A
20200106X90557;Accident;ERA20LA069;43983;Mount Sterling  KY;United States;38.075000;-83.979445;IOB;Mount Sterling-Montgomery Coun;Non-Fatal;Substantial;Airplane;N118CV;Stoddard Hamilton;GLASAIR;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;1;N/A;N/A;VMC;APPROACH;Preliminary;01/30/2020;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20200106X65620;Accident;ERA20FA068;43983;Newborn  GA;United States;33.494444;-83.642500;N/A;N/A;Fatal(1);Destroyed;Airplane;N1612F;Cessna;172;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;1;N/A;N/A;N/A;VMC;MANEUVERING;Preliminary;01/17/2020;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20200105X53312;Accident;ERA20FA063;43952;Cullman  AL;United States;34.272778;-86.858056;CMD;Cullman Regional Airport-Folso;Fatal(2);Destroyed;Airplane;N420PW;Vans;VANS RV-6;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;2;N/A;N/A;N/A;VMC;TAKEOFF;Preliminary;01/24/2020;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20200104X54406;Accident;WPR20FA057;43922;Santa Clarita  CA;United States;34.365833;-118.502500;N/A;N/A;Fatal(1);Destroyed;Airplane;N151WR;THUNDER;TM 1 THUNDER MUSTANG;Yes;N/A;N/A;Part 91: General Aviation;N/A;Personal;N/A;1;N/A;N/A;N/A;VMC;CRUISE;Preliminary;01/29/2020;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20200107X14009;Accident;WPR20CA059;43922;Mokelumne Hills  CA;United States;38.295555;-120.720834;PVT;N/A;Unavailable;Substantial;Helicopter;N92785;Sud Aviation;SE 3130 ALOUETTE II;No;N/A;N/A;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Preliminary;44013;N/A;N/A;N/A;N/A;   ;N/A;N/A;N/A
20200104X82940;Accident;CEN20LA055;43922;Mullin  TX;United States;31.650278;-98.654167;N/A;Private Airstrip;Non-Fatal;Substantial;Airplane;N5573M;Aero Commander;100;No;1;Reciprocating;Part 91: General Aviation;N/A;Instructional;N/A;N/A;N/A;N/A;2;VMC;APPROACH;Preliminary;01/13/2020;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20200107X20502;Accident;WPR20CA060;43891;Twentynine Palms  CA;United States;N/A;N/A;TNP;N/A;Unavailable;Substantial;N/A;N45069;Cessna;150;No;1;N/A;Part 91: General Aviation;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Preliminary;01/27/2020;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20200106X74402;Accident;ERA20CA073;43891;San Juan  PR;United States;N/A;N/A;SIG;N/A;Unavailable;Substantial;Airplane;N805D;BEECH;HAWKER 900XP;No;N/A;N/A;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Preliminary;02/20/2020;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20200104X62642;Accident;CEN20WA054;43891;Lifou Wanaham  New Caledonia;New Caledonia;N/A;N/A;NWWL;Ouanaham Airport;Fatal(4);Destroyed;Airplane;N/A;Mooney;M20;No;1;Reciprocating;Non-U.S.  Non-Commercial;N/A;N/A;N/A;4;N/A;N/A;N/A;N/A;UNKNOWN;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20200102X30206;Accident;ERA20LA064;43862;Kenansville  NC;United States;35.085000;-77.895277;N/A;N/A;Non-Fatal;Substantial;Airplane;N323SR;Cirrus;SR22;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;2;VMC;CRUISE;Preliminary;01/17/2020;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20200101X91024;Accident;CEN20LA053;43831;Ada  OK;United States;34.791944;-96.675000;ADH;Ada Rgnl;Non-Fatal;Substantial;Airplane;N94227;Cessna;T210;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;2;N/A;VMC;N/A;Preliminary;44137;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20200102X82407;Accident;WPR20CA055;12/31/2019;Elk  CA;United States;39.128611;-123.715833;LLR;Little River;Non-Fatal;Substantial;Airplane;N7095M;Cessna;175;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;TAKEOFF;Factual;01/13/2020;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20191231X03945;Accident;CEN20LA051;12/31/2019;Danbury  TX;United States;29.243889;-95.333056;07TA;Salaika Aviation;Non-Fatal;Substantial;Helicopter;N57SJ;Enstrom;F28;No;N/A;N/A;Part 91: General Aviation;N/A;Instructional;N/A;N/A;N/A;N/A;2;N/A;MANEUVERING;Preliminary;01/23/2020;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20191231X83852;Accident;CEN20FA049;12/31/2019;OLATHE  KS;United States;38.846111;-94.736111;OJC;Johnson County Executive;Fatal(2);Destroyed;Airplane;N602TF;Mooney;M20S;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;2;N/A;N/A;N/A;VMC;TAKEOFF;Preliminary;44044;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20191231X10905;Accident;CEN20CA052;12/31/2019;Onaga  KS;United States;39.498055;-96.175000;52K;Charles E Grutzmacher Muni;Non-Fatal;Substantial;Airplane;N3849T;Piper;PA28R;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;4;VMC;TAKEOFF;Factual;02/18/2020;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20200102X54844;Accident;ANC20CA011;12/31/2019;Fairbanks  AK;United States;64.666945;-148.133334;N/A;N/A;Non-Fatal;Substantial;Airplane;N4667C;Cessna;170;No;1;N/A;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;2;N/A;N/A;Preliminary;43862;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20191230X20237;Accident;WPR20LA054;12/30/2019;Big Piney  WY;United States;42.582223;-110.108889;BPI;Miley Memorial Field;Non-Fatal;Substantial;Airplane;N43866;Mitsubishi;MU2B;No;2;Turbo Prop;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;4;N/A;LANDING;Preliminary;01/29/2020;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20191231X61442;Accident;ERA20WA061;12/30/2019;Vereda Cuzama  Colombia;Colombia;7.104167;-73.190277;SKBG;Palonegro Airport;Fatal(3);Substantial;Airplane;N/A;PIPER;PA-32-301T;No;1;Reciprocating;Non-U.S.  Non-Commercial;N/A;N/A;N/A;3;N/A;N/A;N/A;VMC;TAKEOFF;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20191230X91852;Accident;CEN20CA048;12/30/2019;GRANBURY  TX;United States;32.365556;-97.645000;N/A;N/A;Non-Fatal;Substantial;Airplane;N519RV;Vans;RV 10;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;APPROACH;Factual;02/19/2020;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20191229X62315;Accident;ERA20FA060;12/29/2019;College Park  MD;United States;38.971389;-76.893055;CGS;College Park;Fatal(1);Destroyed;Airplane;N26455;American Aviation;AA5;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;1;N/A;N/A;N/A;IMC;TAKEOFF;Preliminary;01/17/2020;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20191230X15852;Accident;CEN20CA047;12/29/2019;Robstown  TX;United States;27.778611;-97.690833;RBO;Nueces County Airport;Non-Fatal;Substantial;Airplane;N3473U;Cessna;182;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;STANDING;Factual;01/17/2020;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20191228X62945;N/A;WPR20CA053;12/28/2019;Missoula  MT;United States;N/A;N/A;MSO;N/A;Unavailable;Substantial;N/A;N4476B;Cessna;170;No;1;N/A;Public Aircraft;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Preliminary;43891;N/A;N/A;N/A;N/A;N/A;N/A;  ;N/A
20200106X51926;Accident;ERA20WA067;12/28/2019;Cmte Nicanor Otamendi  Argentina;Argentina;-38.108611;-57.738055;N/A;N/A;Non-Fatal;Substantial;Airplane;N/A;CESSNA;560;No;N/A;Turbo Fan;Non-U.S.  Non-Commercial;N/A;Personal;N/A;N/A;N/A;N/A;9;N/A;DESCENT;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20200102X93921;Accident;ERA20LA062;12/28/2019;Fletcher  NC;United States;35.425000;-82.531945;AVL;Asheville Regional Airport;Non-Fatal;Destroyed;Airplane;N27GB;Piper;PA32RT;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;5;VMC;TAKEOFF;Preliminary;01/16/2020;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20191228X23853;Accident;CEN20MA044;12/28/2019;LAFAYETTE  LA;United States;30.176111;-92.007500;LFT;Lafayette Regional Apt;Fatal(5);Destroyed;Airplane;N42CV;Piper;PA 31T;No;2;Turbo Prop;Part 91: General Aviation;N/A;Executive/Corporate;N/A;5;2;2;N/A;IMC;TAKEOFF;Preliminary;43983;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20191227X03858;Accident;WPR20FA051;12/27/2019;Santa Monica  CA;United States;34.013333;-118.452222;SMO;Santa Monica Muni;Non-Fatal;Substantial;Airplane;N52CV;Cirrus;SF50;No;N/A;N/A;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;STANDING;Preliminary;44137;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20200115X52539;Accident;ERA20CA078;12/26/2019;Ormond Beach  FL;United States;29.301111;-81.113889;OMN;Ormond Beach Municipal Airport;Non-Fatal;Substantial;Airplane;N882TC;Cessna;172;No;1;N/A;Part 91: General Aviation;N/A;Instructional;N/A;N/A;N/A;N/A;1;VMC;N/A;Preliminary;02/20/2020;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20191227X75520;Accident;ANC20MA010;12/26/2019;Lihue  HI;United States;22.161667;-159.626389;N/A;N/A;Fatal(7);Substantial;Helicopter;N985SA;AIRBUS;AS350B2;No;N/A;N/A;Part 135: Air Taxi & Commuter;NSCH;N/A;Safari Aviation Inc.;7;N/A;N/A;N/A;N/A;N/A;Preliminary;01/14/2020;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20191225X93635;Accident;ERA20FA056;12/25/2019;Headland  AL;United States;31.364167;-85.312500;0J6;Headland Municipal;Fatal(1);Substantial;Helicopter;N663SF;Bell;407;No;1;Turbo Shaft;Part 135: Air Taxi & Commuter;NSCH;N/A;Viking Aviation  LLC (DBA: Survival Flight  LLC);1;N/A;N/A;2;VMC;APPROACH;Preliminary;43983;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20200106X10843;Accident;GAA20WA101;12/24/2019;Rio Branco  Cerro Largo  Uruguay;Uruguay;N/A;N/A;N/A;N/A;Fatal(1);Substantial;Airplane;N/A;PIPER;PA25;No;N/A;N/A;Non-U.S.  Commercial;N/A;N/A;N/A;1;N/A;N/A;N/A;N/A;MANEUVERING;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20200120X43918;Accident;ERA20LA080;12/24/2019;Suffolk  VA;United States;36.649722;-76.512500;N/A;N/A;Non-Fatal;Substantial;Airplane;N230BW;TEAM ROCKET F-1;F-1;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;2;VMC;N/A;Preliminary;43833;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20191225X20233;Accident;ERA20LA070;12/24/2019;Concord  NC;United States;35.400000;-80.623611;NC35;SPENCER;Non-Fatal;Substantial;Airplane;N30259;Cessna;210;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;1;3;VMC;LANDING;Preliminary;02/28/2020;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20191225X20614;Accident;ERA20CA110;12/24/2019;Cortland  NY;United States;42.592777;-76.215000;N03;Cortland County-Chase Field;Unavailable;Substantial;Airplane;N7450R;Piper;PA28;No;1;N/A;Part 91: General Aviation;N/A;Instructional;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Preliminary;02/25/2020;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20191230X95852;Accident;CEN20WA045;12/24/2019;San Rafael  Mexico;Mexico;N/A;N/A;N/A;N/A;Unavailable;Destroyed;Airplane;N/A;CESSNA;208;N/A;N/A;N/A;Non-U.S.  Commercial;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;CRUISE;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A; ;N/A
20191223X92250;N/A;WPR20CA052;12/23/2019;Chandler  AZ;United States;N/A;N/A;CHD;N/A;Unavailable;Substantial;N/A;N924PA;Piper;PA28;No;1;N/A;Part 91: General Aviation;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Preliminary;43891;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20191226X81929;Incident;ENG20WA011;12/23/2019;Guwahati  India;India;N/A;N/A;N/A;N/A;Incident;N/A;Airplane;N/A;AIRBUS;A320;No;2;Geared Turbofan;Non-U.S.  Commercial;SCHD;N/A;N/A;N/A;N/A;N/A;N/A;N/A;CRUISE;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A; ;N/A
20191223X75109;Accident;CEN20CA040;12/23/2019;Pineville  LA;United States;31.342222;-92.443611;2L0;PINEVILLE MUNI;Non-Fatal;Substantial;Airplane;N739SB;Cessna;172;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;1;1;VMC;N/A;Factual;02/15/2020;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20191223X91929;Accident;WPR20CA056;12/22/2019;Lake Havasu  AZ;United States;34.440000;-114.345555;N/A;N/A;Non-Fatal;Substantial;Airplane;N5057Z;Cosmos;Phase II;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;1;N/A;1;VMC;N/A;Factual;02/19/2020;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20191222X32136;Accident;ERA20CA059;12/22/2019;Mayaguez  PR;United States;18.210556;-67.159167;N/A;N/A;Non-Fatal;Substantial;Airplane;N211RR;Eipper;QUICKSILVER;No;1;N/A;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;1;N/A;VMC;N/A;Preliminary;02/24/2020;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20191226X73236;Incident;ENG20WA009;12/22/2019;Mumbai  India;India;N/A;N/A;N/A;N/A;Incident;N/A;Airplane;N/A;AIRBUS;A320;No;2;Geared Turbofan;Non-U.S.  Commercial;SCHD;N/A;N/A;N/A;N/A;N/A;N/A;N/A;CRUISE;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A; ;N/A
20191222X10029;Accident;WPR20FA049;12/21/2019;Goodyear  AZ;United States;33.397222;-112.398333;GYR;Phoenix Goodyear;Fatal(1);Substantial;Airplane;N3371U;Cessna;182;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;1;N/A;N/A;N/A;N/A;APPROACH;Preliminary;01/22/2020;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20200109X01621;Accident;GAA20WA104;12/21/2019;Salzburg  Austria  Austria;Austria;47.290833;12.826111;N/A;N/A;Fatal(2);Destroyed;Airplane;N/A;CIRRUS;SR22;No;N/A;N/A;Non-U.S.  Non-Commercial;N/A;N/A;N/A;2;1;N/A;N/A;N/A;GO-AROUND;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20191222X31929;Accident;ERA20CA058;12/21/2019;Gainesville  FL;United States;N/A;N/A;GNV;N/A;Non-Fatal;Substantial;Airplane;N6300W;Cessna;P210;No;N/A;N/A;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;1;N/A;N/A;N/A;Preliminary;01/15/2020;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20191224X44852;Accident;CEN20LA042;12/21/2019;Rush City  MN;United States;45.697222;-92.952222;ROS;Rush City Regional Airport;Non-Fatal;Substantial;Airplane;N9646Q;Cessna;172;No;1;Reciprocating;Part 91: General Aviation;N/A;Instructional;N/A;N/A;N/A;N/A;1;VMC;TAKEOFF;Preliminary;02/27/2020;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20191221X83621;Accident;CEN20FA038;12/21/2019;Evansville  IN;United States;38.095833;-87.540555;EVV;Evansville Rgnl;Fatal(1);Destroyed;Airplane;N601FL;Piper;PA28;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;1;N/A;N/A;N/A;N/A;APPROACH;Preliminary;43983;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20191222X30421;Accident;ERA20LA057;12/20/2019;Florida  MA;United States;42.663056;-73.017223;N/A;N/A;Non-Fatal;Substantial;Airplane;N4726S;Piper;PA32;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;3;N/A;VMC;CRUISE;Preliminary;43833;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20191223X54203;Accident;CEN20CA039;12/20/2019;Delaware  OH;United States;N/A;N/A;DLZ;N/A;Non-Fatal;Substantial;Airplane;N91WW;Flight Design;CTSW;No;N/A;N/A;Part 91: General Aviation;N/A;Instructional;N/A;N/A;N/A;1;N/A;N/A;N/A;Preliminary;43983;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20200106X30656;Accident;ERA20WA066;12/19/2019;Charallave  Venezuela;Venezuela;10.531389;-66.890277;N/A;N/A;Fatal(9);Destroyed;Airplane;N/A;BEECH;A100;No;2;Unknown;Unknown;N/A;N/A;N/A;9;N/A;N/A;N/A;N/A;CRUISE;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
